component_name	component_version	package_or_native_component	upstream_source	license_expression	selected_license_branch	authoritative_private_license_path	public_legal_file_path	legal_file_sha256	notice_path	artifacts	distribution_kind	inclusion_reason	exclusion_reason	verification_status
concurrent-queue	2.5.0	rust-package	https://crates.io/crates/concurrent-queue/2.5.0	Apache-2.0 OR MIT	MIT	licenses/concurrent-queue-2.5.0-LICENSE-MIT-MIT-877a833260-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_executor-> async-executor@1.14.0 -normal:concurrent_queue-> concurrent-queue@2.5.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
core-foundation	0.9.4	rust-package	https://crates.io/crates/core-foundation/0.9.4	MIT OR Apache-2.0	MIT	licenses/core-foundation-0.9.4-LICENSE-MIT-MIT-d18ad10a03-62065228e42c.txt	licenses/core-foundation-0.9.4-LICENSE-MIT-MIT-d18ad10a03-62065228e42c.txt	62065228e42caebca7e7d7db1204cbb867033de5982ca4009928915e4095f3a3		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:core_graphics_types-> core-graphics-types@0.1.3 -normal:core_foundation-> core-foundation@0.9.4. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
core-foundation-sys	0.8.7	rust-package	https://crates.io/crates/core-foundation-sys/0.8.7	MIT OR Apache-2.0	MIT	licenses/core-foundation-sys-0.8.7-LICENSE-MIT-MIT-eba077cf8d-62065228e42c.txt	licenses/core-foundation-0.9.4-LICENSE-MIT-MIT-d18ad10a03-62065228e42c.txt	62065228e42caebca7e7d7db1204cbb867033de5982ca4009928915e4095f3a3		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:core_graphics_types-> core-graphics-types@0.1.3 -normal:core_foundation-> core-foundation@0.9.4 -normal:core_foundation_sys-> core-foundation-sys@0.8.7. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
core-graphics-types	0.1.3	rust-package	https://crates.io/crates/core-graphics-types/0.1.3	MIT OR Apache-2.0	MIT	licenses/core-graphics-types-0.1.3-LICENSE-MIT-MIT-8ec22781b7-62065228e42c.txt	licenses/core-foundation-0.9.4-LICENSE-MIT-MIT-d18ad10a03-62065228e42c.txt	62065228e42caebca7e7d7db1204cbb867033de5982ca4009928915e4095f3a3		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:core_graphics_types-> core-graphics-types@0.1.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
crc32fast	1.5.0	rust-package	https://crates.io/crates/crc32fast/1.5.0	MIT OR Apache-2.0	MIT	licenses/crc32fast-1.5.0-LICENSE-MIT-MIT-f57ae98362-61d383b05b87.txt	licenses/crc32fast-1.5.0-LICENSE-MIT-MIT-f57ae98362-61d383b05b87.txt	61d383b05b87d78f94d2937e2580cce47226d17823c0430fbcad09596537efcf		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1 -normal:crc32fast-> crc32fast@1.5.0. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
crossbeam-utils	0.8.22	rust-package	https://crates.io/crates/crossbeam-utils/0.8.22	MIT OR Apache-2.0	MIT	licenses/crossbeam-utils-0.8.22-LICENSE-MIT-MIT-50003d0fea-5734ed989dfc.txt	licenses/crossbeam-utils-0.8.22-LICENSE-MIT-MIT-50003d0fea-5734ed989dfc.txt	5734ed989dfca1f625b40281ee9f4530f91b2411ec01cb748223e7eb87e201ab		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_executor-> async-executor@1.14.0 -normal:concurrent_queue-> concurrent-queue@2.5.0 -normal:crossbeam_utils-> crossbeam-utils@0.8.22. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
defmt	1.1.1	rust-package	https://crates.io/crates/defmt/1.1.1	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		No effective unit exists for any supported release target or public executable. Stable Cargo feature-resolved trees using --edges normal,no-proc-macro and the Linux explicit-target rustc inventory prove the prior lock-edge reachability inactive.	PASS
defmt-macros	1.1.1	rust-package	https://crates.io/crates/defmt-macros/1.1.1	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		No effective unit exists for any supported release target or public executable. Its only lock owner is the feature-inactive optional defmt dependency; stable feature-resolved Cargo trees and the Linux rustc inventory contain no proc-macro or build-script unit.	PASS
defmt-parser	1.0.0	rust-package	https://crates.io/crates/defmt-parser/1.0.0	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		No effective unit exists for any supported release target or public executable. Its only lock owner is the inactive defmt-macros package; stable feature-resolved Cargo trees and the Linux rustc inventory contain no support unit.	PASS
deranged	0.5.8	rust-package	https://crates.io/crates/deranged/0.5.8	MIT OR Apache-2.0	MIT	licenses/deranged-0.5.8-LICENSE-MIT-MIT-75354135cb-231c837c45eb.txt	licenses/deranged-0.5.8-LICENSE-MIT-MIT-75354135cb-231c837c45eb.txt	231c837c45eb53f108fb48929e488965bc4fcc14e9ea21d35f50e6b99d98685b		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:time-> time@0.3.45 -normal:deranged-> deranged@0.5.8. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
dispatch2	0.3.1	rust-package	https://crates.io/crates/dispatch2/0.3.1	Zlib OR Apache-2.0 OR MIT	NOT_SELECTED						TARGET_NOT_APPLICABLE		No effective unit exists for any supported release target or public executable. Stable Cargo feature-resolved trees using --edges normal,no-proc-macro and the Linux explicit-target rustc inventory prove the prior lock-edge reachability inactive.	PASS
document-features	0.2.12	rust-package	https://crates.io/crates/document-features/0.2.12	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:document_features-> document-features@0.2.12. No independent target unit or generated-material proof.	PASS
ecolor	0.31.1	rust-package	https://crates.io/crates/ecolor/0.31.1	MIT OR Apache-2.0	MIT	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	95ca92f5f8ea5231f1580b3a2a799e8260af3114b900e1def5355a7f44bcf60c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:ecolor-> ecolor@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
egui	0.31.1	rust-package	https://crates.io/crates/egui/0.31.1	MIT OR Apache-2.0	MIT	licenses/egui-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	95ca92f5f8ea5231f1580b3a2a799e8260af3114b900e1def5355a7f44bcf60c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
egui-wgpu	0.31.1	rust-package	https://crates.io/crates/egui-wgpu/0.31.1	MIT OR Apache-2.0	MIT	licenses/egui-wgpu-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	95ca92f5f8ea5231f1580b3a2a799e8260af3114b900e1def5355a7f44bcf60c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui_wgpu-> egui-wgpu@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
emath	0.31.1	rust-package	https://crates.io/crates/emath/0.31.1	MIT OR Apache-2.0	MIT	licenses/emath-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	95ca92f5f8ea5231f1580b3a2a799e8260af3114b900e1def5355a7f44bcf60c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:emath-> emath@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
endi	1.1.1	rust-package	https://crates.io/crates/endi/1.1.1	MIT	MIT	licenses/endi-1.1.1-LICENSE-MIT-MIT-6ede3ddcc2-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:zbus_names-> zbus_names@4.3.4 -normal:zvariant-> zvariant@5.14.0 -normal:endi-> endi@1.1.1. Observed unit contexts: HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
enumflags2	0.7.12	rust-package	https://crates.io/crates/enumflags2/0.7.12	MIT OR Apache-2.0	MIT	licenses/enumflags2-0.7.12-LICENSE-MIT-MIT-c9d01dc871-2e3edd2716fb.txt	licenses/enumflags2-0.7.12-LICENSE-MIT-MIT-c9d01dc871-2e3edd2716fb.txt	2e3edd2716fb15616e867bd53f724f0906732242e9ae76bb1faad1d88f7eeebd		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:enumflags2-> enumflags2@0.7.12. Observed unit contexts: HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
enumflags2_derive	0.7.12	rust-package	https://crates.io/crates/enumflags2_derive/0.7.12	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:enumflags2-> enumflags2@0.7.12 -normal:enumflags2_derive-> enumflags2_derive@0.7.12. No independent target unit or generated-material proof.	PASS
epaint	0.31.1	rust-package	https://crates.io/crates/epaint/0.31.1	MIT OR Apache-2.0	MIT	licenses/epaint-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	95ca92f5f8ea5231f1580b3a2a799e8260af3114b900e1def5355a7f44bcf60c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
epaint_default_fonts	0.31.1	rust-package	https://crates.io/crates/epaint_default_fonts/0.31.1	(MIT OR Apache-2.0) AND OFL-1.1 AND Ubuntu-font-1.0	MIT,OFL-1.1,Ubuntu-font-1.0	licenses/epaint_default_fonts-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	licenses/ecolor-0.31.1-LICENSE-MIT-MIT-549067818d-95ca92f5f8ea.txt	95ca92f5f8ea5231f1580b3a2a799e8260af3114b900e1def5355a7f44bcf60c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:epaint_default_fonts-> epaint_default_fonts@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
epaint_default_fonts	0.31.1	rust-package	https://crates.io/crates/epaint_default_fonts/0.31.1	(MIT OR Apache-2.0) AND OFL-1.1 AND Ubuntu-font-1.0	MIT,OFL-1.1,Ubuntu-font-1.0	licenses/epaint_default_fonts-0.31.1-OFL.txt-MIT-b41cd5785e-6a73f9541c2d.txt	licenses/epaint_default_fonts-0.31.1-OFL.txt-MIT-b41cd5785e-6a73f9541c2d.txt	6a73f9541c2de74158c0e7cf6b0a58ef774f5a780bf191f2d7ec9cc53efe2bf2		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:epaint_default_fonts-> epaint_default_fonts@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
epaint_default_fonts	0.31.1	rust-package	https://crates.io/crates/epaint_default_fonts/0.31.1	(MIT OR Apache-2.0) AND OFL-1.1 AND Ubuntu-font-1.0	MIT,OFL-1.1,Ubuntu-font-1.0	licenses/epaint_default_fonts-0.31.1-UFL.txt-MIT-040d1afbfc-2f0015108d68.txt	licenses/epaint_default_fonts-0.31.1-UFL.txt-MIT-040d1afbfc-2f0015108d68.txt	2f0015108d68627bd788d313f529c21ff4da2c2c42a5e1f3883acc83480f9002		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:epaint_default_fonts-> epaint_default_fonts@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
epaint_default_fonts	0.31.1	rust-package	https://crates.io/crates/epaint_default_fonts/0.31.1	(MIT OR Apache-2.0) AND OFL-1.1 AND Ubuntu-font-1.0	MIT,OFL-1.1,Ubuntu-font-1.0	licenses/epaint_default_fonts-0.31.1-emoji-icon-font-mit-license.txt-MIT-d7c1562e1f-b9d2c1d909aa.txt	licenses/epaint_default_fonts-0.31.1-emoji-icon-font-mit-license.txt-MIT-d7c1562e1f-b9d2c1d909aa.txt	b9d2c1d909aa149996fd4c91dcb92b2362a04431640c1d200959da94caf8cde1		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:epaint_default_fonts-> epaint_default_fonts@0.31.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
equivalent	1.0.2	rust-package	https://crates.io/crates/equivalent/1.0.2	Apache-2.0 OR MIT	MIT	licenses/equivalent-1.0.2-LICENSE-MIT-MIT-06dce6b921-7365cc8878a1.txt	licenses/equivalent-1.0.2-LICENSE-MIT-MIT-06dce6b921-7365cc8878a1.txt	7365cc8878a1d7ce155a58c4ca09c3d7a6be413efa5334a80ea842912b669349		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:indexmap-> indexmap@2.14.0 -normal:equivalent-> equivalent@1.0.2. Observed unit contexts: HOST_BUILD_DEPENDENCY,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
errno	0.3.14	rust-package	https://crates.io/crates/errno/0.3.14	MIT OR Apache-2.0	MIT	licenses/errno-0.3.14-LICENSE-MIT-MIT-98c250bbb5-8764a5976757.txt	licenses/errno-0.3.14-LICENSE-MIT-MIT-98c250bbb5-8764a5976757.txt	8764a597675778ddfd4e25f81b08a05dbcf089ac05662df7613fe67f150e3aa2		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_io-> async-io@2.6.0 -normal:polling-> polling@3.11.0 -normal:rustix-> rustix@1.1.4 -normal:libc_errno-> errno@0.3.14. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
event-listener	5.4.2	rust-package	https://crates.io/crates/event-listener/5.4.2	Apache-2.0 OR MIT	MIT	licenses/event-listener-5.4.2-LICENSE-MIT-MIT-3e4986c08d-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_broadcast-> async-broadcast@0.7.2 -normal:event_listener-> event-listener@5.4.2. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
event-listener-strategy	0.5.4	rust-package	https://crates.io/crates/event-listener-strategy/0.5.4	Apache-2.0 OR MIT	MIT	licenses/event-listener-strategy-0.5.4-LICENSE-MIT-MIT-1216b7c3ec-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_broadcast-> async-broadcast@0.7.2 -normal:event_listener_strategy-> event-listener-strategy@0.5.4. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
fastrand	2.5.0	rust-package	https://crates.io/crates/fastrand/2.5.0	Apache-2.0 OR MIT	MIT	licenses/fastrand-2.5.0-LICENSE-MIT-MIT-cf3b4f432f-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:futures_lite-> futures-lite@2.6.1 -normal:fastrand-> fastrand@2.5.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
fdeflate	0.3.7	rust-package	https://crates.io/crates/fdeflate/0.3.7	MIT OR Apache-2.0	MIT	licenses/fdeflate-0.3.7-LICENSE-MIT-MIT-9d529190ff-c77a4cf9da72.txt	licenses/fdeflate-0.3.7-LICENSE-MIT-MIT-9d529190ff-c77a4cf9da72.txt	c77a4cf9da729987d0fe7ccd811e3bd27393914ddf3d23467c18cc22954513b3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1 -normal:fdeflate-> fdeflate@0.3.7. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
find-msvc-tools	0.1.10	rust-package	https://crates.io/crates/find-msvc-tools/0.1.10	MIT OR Apache-2.0	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -build:cc-> cc@1.4.2 -normal:find_msvc_tools-> find-msvc-tools@0.1.10. No independent target unit or generated-material proof.	PASS
flate2	1.1.9	rust-package	https://crates.io/crates/flate2/1.1.9	MIT OR Apache-2.0	MIT	licenses/flate2-1.1.9-LICENSE-MIT-MIT-dd990e8843-025436edff4c.txt	licenses/flate2-1.1.9-LICENSE-MIT-MIT-dd990e8843-025436edff4c.txt	025436edff4cfcdde17a5811fdea78892d8482efd1abdec5a17872d07a4f2112		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1 -normal:flate2-> flate2@1.1.9. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
foldhash	0.1.5	rust-package	https://crates.io/crates/foldhash/0.1.5	Zlib	Zlib	licenses/foldhash-0.1.5-LICENSE-Zlib-d2f7151edb-b1181a40b2a7.txt	licenses/foldhash-0.1.5-LICENSE-Zlib-d2f7151edb-b1181a40b2a7.txt	b1181a40b2a7b25cf66fd01481713bc1005df082c53ef73e851e55071b102744		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:gpu_descriptor-> gpu-descriptor@0.3.2 -normal:hashbrown-> hashbrown@0.15.5 -normal:foldhash-> foldhash@0.1.5. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
foreign-types	0.5.0	rust-package	https://crates.io/crates/foreign-types/0.5.0	MIT/Apache-2.0	MIT	licenses/foreign-types-0.5.0-LICENSE-MIT-MIT-4cf651f3f2-333ea3aaa3ca.txt	licenses/foreign-types-0.5.0-LICENSE-MIT-MIT-4cf651f3f2-333ea3aaa3ca.txt	333ea3aaa3cadb819f4acd9f9153f9feee060a995ca8710f32bc5bd9a4b91734		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0 -normal:foreign_types-> foreign-types@0.5.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
foreign-types-macros	0.2.4	rust-package	https://crates.io/crates/foreign-types-macros/0.2.4	MIT/Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0 -normal:foreign_types-> foreign-types@0.5.0 -normal:foreign_types_macros-> foreign-types-macros@0.2.4. No independent target unit or generated-material proof.	PASS
foreign-types-shared	0.3.1	rust-package	https://crates.io/crates/foreign-types-shared/0.3.1	MIT/Apache-2.0	MIT	licenses/foreign-types-shared-0.3.1-LICENSE-MIT-MIT-30731033d2-333ea3aaa3ca.txt	licenses/foreign-types-0.5.0-LICENSE-MIT-MIT-4cf651f3f2-333ea3aaa3ca.txt	333ea3aaa3cadb819f4acd9f9153f9feee060a995ca8710f32bc5bd9a4b91734		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0 -normal:foreign_types-> foreign-types@0.5.0 -normal:foreign_types_shared-> foreign-types-shared@0.3.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
FUSE3	SYSTEM	native-component	https://github.com/libfuse/libfuse	NOT_DISTRIBUTED	NOT_APPLICABLE					arch-x86_64,fedora44-x86_64,el10-x86_64,ubuntu-amd64	SYSTEM_OR_PACKAGE_MANAGER_DEPENDENCY_NOT_DISTRIBUTED	Linux packaging requires the distribution FUSE3 package and forbids bundling it		PASS
fuser	0.17.0	rust-package	https://crates.io/crates/fuser/0.17.0	MIT	MIT	licenses/fuser-0.17.0-LICENSE.md-MIT-43e7a1f0bf-e5de4041803c.txt	licenses/fuser-0.17.0-LICENSE.md-MIT-43e7a1f0bf-e5de4041803c.txt	e5de4041803ce3d7b1b269165677baabbeb9e43252ad176a877bd544ca04d748		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
